Epoch	Train_loss	Train_acc	Val_loss	Val_acc
1	1.2635029554367065	0.6225333213806152	0.630389928817749	0.8597999811172485
2	0.7094523906707764	0.79339998960495	0.4505314528942108	0.8913000226020813
3	0.5805497765541077	0.833633303642273	0.381123423576355	0.9028000235557556
4	0.5170010328292847	0.8502333164215088	0.34470030665397644	0.9090999960899353
5	0.47761595249176025	0.8622833490371704	0.3210500478744507	0.9135000109672546
6	0.44789376854896545	0.87336665391922	0.3026183247566223	0.9160000085830688
7	0.4228686988353729	0.8805666565895081	0.28735440969467163	0.9217000007629395
8	0.40319275856018066	0.8868499994277954	0.275835782289505	0.9230999946594238
9	0.3878721296787262	0.8902999758720398	0.26619696617126465	0.9254999756813049
10	0.3739529550075531	0.8947499990463257	0.25730273127555847	0.9265999794006348
11	0.3650394678115845	0.8959333300590515	0.2504248023033142	0.9286999702453613
12	0.3538333475589752	0.8993833065032959	0.2435137927532196	0.930400013923645
13	0.34282463788986206	0.9040166735649109	0.23723039031028748	0.9323999881744385
14	0.33198806643486023	0.9067999720573425	0.23145242035388947	0.9334999918937683
15	0.3244498372077942	0.9086833596229553	0.2262204885482788	0.9348000288009644
16	0.32128071784973145	0.9094666838645935	0.22163620591163635	0.9361000061035156
17	0.3121909499168396	0.9111166596412659	0.2176700383424759	0.9369000196456909
18	0.3074769079685211	0.9143166542053223	0.21359799802303314	0.9387999773025513
19	0.3007543087005615	0.9167500138282776	0.20996452867984772	0.9398999810218811
20	0.29727742075920105	0.9169333577156067	0.20576374232769012	0.9406999945640564
21	0.2903899848461151	0.9188166856765747	0.20263837277889252	0.9420999884605408
22	0.28509029746055603	0.9208499789237976	0.19942359626293182	0.942300021648407
23	0.28096479177474976	0.9216833114624023	0.1964266002178192	0.9430999755859375
24	0.2755630612373352	0.922950029373169	0.19392351806163788	0.9437999725341797
25	0.2729264795780182	0.9242333173751831	0.19103622436523438	0.9449999928474426
26	0.26868635416030884	0.9258333444595337	0.18857301771640778	0.9456999897956848
27	0.2657723128795624	0.9267500042915344	0.18591725826263428	0.9462000131607056
28	0.259334534406662	0.9288666844367981	0.18329164385795593	0.9469000101089478
29	0.2583208680152893	0.9282333254814148	0.18117426335811615	0.9474999904632568
30	0.25431323051452637	0.928683340549469	0.17911218106746674	0.9478999972343445
31	0.25189438462257385	0.929099977016449	0.17698970437049866	0.9483000040054321
32	0.24955907464027405	0.9308666586875916	0.17489628493785858	0.949400007724762
33	0.24291318655014038	0.9328500032424927	0.1731039136648178	0.9492999911308289
34	0.24168705940246582	0.9331166744232178	0.17073485255241394	0.9502000212669373
35	0.2404177337884903	0.9330499768257141	0.1689596027135849	0.9506000280380249
36	0.23668824136257172	0.9330333471298218	0.16722510755062103	0.9509999752044678
37	0.23222944140434265	0.9349333047866821	0.165590301156044	0.9516000151634216
38	0.22943848371505737	0.9363666772842407	0.1639382541179657	0.9517999887466431
39	0.22844891250133514	0.9362666606903076	0.16218462586402893	0.95169997215271
40	0.2262672334909439	0.9371166825294495	0.16038890182971954	0.9527000188827515
41	0.22442062199115753	0.9380000233650208	0.15925242006778717	0.9527000188827515
42	0.22267533838748932	0.9384499788284302	0.15834885835647583	0.9527999758720398
43	0.2188388556241989	0.9387500286102295	0.15650279819965363	0.953499972820282
44	0.2181977927684784	0.9384499788284302	0.15537899732589722	0.9538999795913696
45	0.21746133267879486	0.9400166869163513	0.1539047211408615	0.9539999961853027
46	0.213753804564476	0.9403333067893982	0.1525932103395462	0.9545999765396118
47	0.21149471402168274	0.9399833083152771	0.15145042538642883	0.9550999999046326
48	0.20886357128620148	0.9417833089828491	0.15005595982074738	0.9549999833106995
49	0.20962490141391754	0.9412833452224731	0.14894075691699982	0.9555000066757202
50	0.20447339117527008	0.943316638469696	0.1476389616727829	0.9553999900817871
